,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds),Attention_score
101,I consent,I am between the ages of 18-25.,22.0,2001-06-28,Cisgender Female,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Ice Hockey"", ""Years"": 1, ""Position"": ""Forward""}]",White,No,,3:00 AM,10 Minutes,7:00 AM,4.5 Hours,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Once or twice a week,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Often,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Sometimes,Often,Often,Sometimes,Almost never,Often,Sometimes,Often,Almost never,Almost never,Sometimes,242,3
102,I consent,I am between the ages of 18-25.,24.0,1999-06-11,Cisgender Female,White,Yes,Yes - Full time,Senior,No,No,No,No, ,White,No,,12:00 AM,60 Minutes,11:00 AM,7.0 Hours,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Three or more times a week,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Sometimes,Almost never,Always,Almost never,Sometimes,Often,Sometimes,Almost never,Sometimes,Almost never,369,3
103,I consent,I am between the ages of 18-25.,18.0,2006-02-02,Cisgender Male,Non-Hispanic Black,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Tennis"", ""Years"": 2, ""Position"": ""Singles""}]",Non-Hispanic Black,No,,12:00 AM,30 Minutes,6:30 AM,7.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Very good,Three or more times a week,Three or more times a week,Somewhat of a problem,No,,,,,Always,Always,Always,Always,Always,Always,Always,Always,Always,Almost never,Always,Always,Sometimes,Always,Always,Always,Almost never,Almost never,Almost never,Always,278,2
104,I consent,I am between the ages of 18-25.,24.0,1999-12-13,Transgender Female,White,Yes,Yes - Full time,Senior,No,No,No,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Pingpong"", ""Years"": ""NaN"", ""Position"": ""NaN""},
{""Sport"": ""Badminton"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,No,,11:30 PM,15 Minutes,7:20 AM,8.0 Hours,Less than once a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,699,2
105,I consent,I am between the ages of 18-25.,25.0,1998-10-22,Cisgender Female,Non-Hispanic Black,Yes,Yes - Part time,Senior,No,No,No,Yes,"[{""Sport"": ""Track"", ""Years"": 0, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,2:00 AM,15 Minutes,11:30 AM,7.0 Hours,Once or twice a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Once or twice a week,Somewhat of a problem,No,,,,,Almost never,Often,Often,Always,Sometimes,Almost never,Often,Always,Often,Always,Often,Almost never,Always,Always,Sometimes,Almost never,Sometimes,Almost never,Always,Sometimes,333,3
106,I consent,I am between the ages of 18-25.,20.0,2003-10-29,Cisgender Male,Asian,Yes,Yes - Full time,Senior,No,No,No,No, ,Asian,No,,1:00 AM,10 Minutes,7:00 AM,6.0 Hours,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Less than once a week,Only a very slight problem,No,,,,,Sometimes,Sometimes,Often,Often,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Often,Always,Almost never,Always,Sometimes,Sometimes,Often,Sometimes,Sometimes,Almost never,Almost never,196,3
107,I consent,I am between the ages of 18-25.,23.0,2000-09-27,Cisgender Female,Biracial (specify below):,Yes,No,,No,No,No,No, ,Biracial,No,,2:00 AM,15 Minutes,11:00 AM,7.0 Hours,Not during the past month,Less than once a week,Once or twice a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Almost never,Almost never,Often,Always,Sometimes,Almost never,Almost never,Always,,Sometimes,Almost never,Always,Always,Always,Sometimes,Often,Always,Always,Sometimes,424,2
108,I consent,I am between the ages of 18-25.,18.0,2005-09-24,Cisgender Male,White,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Wrestling"", ""Years"": 0, ""Position"": ""NaN""}]",White,No,,11:00 PM,30 Minutes,8:00 PM,6.0 Hours,Once or twice a week,Not during the past month,Less than once a week,Three or more times a week,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,Yes,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Often,Sometimes,Always,Sometimes,Sometimes,Often,Sometimes,Often,Often,Sometimes,Often,Often,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,160,3
109,I consent,I am between the ages of 18-25.,22.0,2001-08-15,Transgender Male,Biracial (specify below):,Yes,Yes - Full time,Junior,Yes,Yes,Yes,Yes,"[{""Sport"": ""Volleyball"", ""Years"": 1, ""Position"": ""Setter""}]",Biracial,Yes,1,12:00 AM,20 Minutes,9:30 AM,8.0 Hours,Three or more times a week,Three or more times a week,Once or twice a week,Less than once a week,Less than once a week,Less than once a week,Three or more times a week,Once or twice a week,Once or twice a week,Fairly bad,Less than once a week,Once or twice a week,Somewhat of a problem,No,,,,,Often,Always,Often,Sometimes,Sometimes,Often,Often,Always,Sometimes,Sometimes,Often,Sometimes,Often,Almost never,Often,Sometimes,Almost never,Sometimes,Almost never,Sometimes,280,3
110,I consent,I am between the ages of 18-25.,24.0,1999-05-07,Cisgender Female,Asian,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Tennis"", ""Years"": 4, ""Position"": ""Singles Player""}]",Asian,No,,12:00 PM,120 Minutes,11:00 AM,8.0 Hours,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Fairly bad,Not during the past moth,Less than once a week,Somewhat of a problem,No,,,,,Sometimes,Almost never,Almost never,Often,Often,Sometimes,Sometimes,Almost never,Always,Often,Sometimes,Almost never,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,228,3
111,I consent,I am between the ages of 18-25.,23.0,2000-01-01,Cisgender Male,Non-Hispanic Black,Yes,No,,No,No,No,Yes,"[{""Sport"": ""Wrestling"", ""Years"": 2, ""Position"": ""NaN""}]",Non-Hispanic Black,No,,1:00 AM,60 Minutes,8:00 AM,7.0 Hours,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,No,,,,,Almost never,Sometimes,Almost never,Often,Always,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Always,Always,Sometimes,Often,Often,Sometimes,Sometimes,Often,Sometimes,642,3
112,I consent,I am between the ages of 18-25.,20.0,2004-03-25,Cisgender Female,White,Yes,Yes - Full time,Sophomore,Yes,No,No,Yes,"[{""Sport"": ""Karate"", ""Years"": 4, ""Position"": ""NaN""}]",White,No,,11:00 PM,20 Minutes,6:45 AM,6.0 Hours,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Three or more times a week,Once or twice a week,Less than once a week,Fairly bad,Not during the past moth,Once or twice a week,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Always,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Always,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Almost never,Always,341,3
113,I consent,I am between the ages of 18-25.,20.0,2003-10-02,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,No,,3:00 AM,30 Minutes,9:00 AM,5.0 Hours,Not during the past month,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Always,Sometimes,Often,Almost never,Almost never,Always,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Almost never,Always,Sometimes,Sometimes,Sometimes,Always,Often,487,3
114,I consent,I am between the ages of 18-25.,21.0,2003-03-30,Cisgender Female,White,No,Yes - Part time,Junior,No,Yes,No,No, ,White,No,,11:00 AM,60 Minutes,6:00 AM,6.0 Hours,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Often,Almost never,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,206,3
115,I consent,I am between the ages of 18-25.,22.0,2002-03-09,,White,Yes,Yes - Full time,Senior,Yes,Yes,Yes,Yes,"[{""Sport"": ""Basketball"", ""Years"": ""NaN"", ""Position"": ""NaN""}]",White,Yes,1,9:00 PM,20 Minutes,6:30 AM,8.0 Hours,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Once or twice a week,Once or twice a week,Three or more times a week,Three or more times a week,Fairly bad,Once or twice a week,Three or more times a week,A very big problem,No,,,,,Often,Often,Often,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Almost never,Often,Always,Sometimes,Almost never,Often,Sometimes,Almost never,Almost never,Sometimes,Often,413,3
116,I consent,I am between the ages of 18-25.,22.0,2002-01-22,Cisgender Female,Biracial (specify below):,Yes,Yes - Part time,Freshman,No,Yes,No,No, ,Biracial,No,,2:00 AM,10 Minutes,6:00 AM,3.0 Hours,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Less than once a week,Not during the past month,A very big problem,No,,,,,Often,Often,Sometimes,Sometimes,Often,Often,Often,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,195,3
117,I consent,I am between the ages of 18-25.,19.0,2004-07-01,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,No, ,White,No,,1:00 AM,15 Minutes,9:00 AM,7.3 Hours,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Always,Always,Always,Almost never,Often,Always,Always,Always,Always,Sometimes,Always,Always,Always,Almost never,Always,Almost never,Sometimes,Almost never,Sometimes,Often,224,2
118,I consent,I am between the ages of 18-25.,25.0,1998-04-29,Cisgender Female,White,Yes,Yes - Part time,Senior,No,Yes,No,Yes,"[{""Sport"": ""Cross country"", ""Years"": 4, ""Position"": ""NaN""}]",White,Yes,1,11:00 PM,10 Minutes,8:00 AM,9.0 Hours,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly bad,Less than once a week,Once or twice a week,Somewhat of a problem,No,,,,,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Almost never,Almost never,Often,Almost never,Always,Sometimes,Almost never,Almost never,Sometimes,Sometimes,229,3
119,I consent,I am between the ages of 18-25.,20.0,2002-07-01,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,Yes,"[{""Sport"": ""Swim"", ""Years"": 1, ""Position"": ""NaN""}]",White,No,,12:00 AM,15 Minutes,7:00 AM,6.5 Hours,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Once or twice a week,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Always,Often,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,324,3
120,I consent,I am between the ages of 18-25.,22.0,2001-10-13,Cisgender Female,White,Yes,No,,No,No,No,No, ,White,No,,11:00 PM,30 Minutes,9:00 PM,6.0 Hours,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Often,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Often,Almost never,Often,Always,Often,Sometimes,Sometimes,Often,290,3
121,I consent,I am between the ages of 18-25.,20.0,2004-02-13,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,No, ,White,No,,12:00 AM,60 Minutes,8:00 AM,8.0 Hours,Three or more times a week,Three or more times a week,Less than once a week,Once or twice a week,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Fairly bad,Not during the past moth,Once or twice a week,A very big problem,No,,,,,Always,Always,Always,Almost never,Almost never,Always,Always,Always,Always,Always,Often,Always,Always,Often,Almost never,Almost never,Often,Almost never,Often,Often,586,3
