,Unnamed: 0.1,Unnamed: 0,Q64,Q65,Q81,Q71,Q1,Q72,Q73,Q74,Q75,Q86,Q87,Q88,QID91,Q76,Q77,Q78,Q84,Q84_1_TEXT,Q89,Q2,Q3,Q4,Q5,Q7,Q8,Q57,Q58,Q59,Q60,Q61,Q62,Q63,Q17,Q18,Q19,Q20,Q21,Q23,Q64.1,Q65.1,Q66,Q90,Q69_1,Q69_2,Q69_3,Q69_4,Q69_5,Q69_6,Q69_7,Q69_8,Q69_9,Q69_10,Q69_11,Q69_12,Q69_13,Q69_14,Q69_15,Q69_16,Q69_17,Q69_18,Q69_19,Q69_20,Duration (in seconds)
123,123,123,I consent,I am between the ages of 18-25.,20.0,2004-03-25,Cisgender Female,White,Yes,Yes - Full time,Sophomore,Yes,No,No,True,Yes,"Karate, all 4 years",White,No,,True,11 pm,60,8:30 am,7,Three or more times a week,Three or more times a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Three or more times a week,Once or twice a week,Less than once a week,Fairly bad,Not during the past moth,Once or twice a week,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Always,Sometimes,Often,Sometimes,Sometimes,Often,Often,Often,Always,Almost never,Sometimes,Sometimes,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Almost never,Always,341
124,124,124,I consent,I am between the ages of 18-25.,21.0,2003-02-28,Cisgender Female,White,Yes,No,,No,No,No,False,Yes,"Soccer, defender, 2 years",White,No,,True,12 am,30,10 am,8.5,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,Somewhat of a problem,No,,,,,65-69 degrees,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Always,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,325
125,125,125,I consent,I am between the ages of 18-25.,20.0,2003-10-02,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,10 pm,15,5 am,7 hours ,Not during the past month,Three or more times a week,Less than once a week,Less than once a week,Less than once a week,Once or twice a week,Once or twice a week,Once or twice a week,Less than once a week,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Always,Sometimes,Often,Almost never,Almost never,Always,Often,Sometimes,Sometimes,Sometimes,Often,Often,Often,Almost never,Always,Sometimes,Sometimes,Sometimes,Always,Often,487
126,126,126,I consent,I am between the ages of 18-25.,21.0,2003-03-30,Cisgender Female,White,No,Yes - Part time,Junior,No,Yes,No,True,No,,White,No,,True,11pm,10,8am,7,Not during the past month,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Sometimes,Often,Often,Often,Often,Sometimes,Often,Almost never,Often,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,206
127,127,127,I consent,I am between the ages of 18-25.,22.0,2002-03-09,,White,Yes,Yes - Full time,Senior,Yes,Yes,Yes,True,Yes,Basketball,White,Yes,1,True,12 am,2 hours,11 am,4,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Once or twice a week,Once or twice a week,Three or more times a week,Three or more times a week,Fairly bad,Once or twice a week,Three or more times a week,A very big problem,No,,,,,75 degrees or higher,Often,Often,Often,Sometimes,Almost never,Often,Often,Sometimes,Sometimes,Almost never,Often,Always,Sometimes,Almost never,Often,Sometimes,Almost never,Almost never,Sometimes,Often,413
128,128,128,I consent,I am between the ages of 18-25.,22.0,2002-01-22,Cisgender Female,Biracial (specify below):,Yes,Yes - Part time,Freshman,No,Yes,No,True,No,na,Biracial,No,,True,12,30,10,9,Once or twice a week,Once or twice a week,Less than once a week,Not during the past month,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Fairly good,Less than once a week,Not during the past month,A very big problem,No,,,,,75 degrees or higher,Often,Often,Sometimes,Sometimes,Often,Often,Often,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,195
129,129,129,I consent,I am between the ages of 18-25.,19.0,2004-07-01,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,False,No,,White,No,,True,1-2am,30,10-11am,6-7,Once or twice a week,Three or more times a week,Three or more times a week,Not during the past month,Once or twice a week,Not during the past month,Three or more times a week,Once or twice a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Less than once a week,Not during the past month,Less than once a week,Less than once a week,75 degrees or higher,Always,Always,Always,Almost never,Often,Always,Always,Always,Always,Sometimes,Always,Always,Always,Almost never,Always,Almost never,Sometimes,Almost never,Sometimes,Often,224
130,130,130,I consent,I am between the ages of 18-25.,25.0,1998-04-29,Cisgender Female,White,Yes,Yes - Part time,Senior,No,Yes,No,True,Yes,Cross country all 4 years,White,Yes,1,True,10pm,70,8am,6,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Fairly bad,Less than once a week,Once or twice a week,Somewhat of a problem,No,,,,,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Almost never,Often,Sometimes,Sometimes,Often,Sometimes,Almost never,Almost never,Often,Almost never,Always,Sometimes,Almost never,Almost never,Sometimes,Sometimes,229
131,131,131,I consent,I am between the ages of 18-25.,20.0,2002-07-01,Cisgender Female,White,Yes,Yes - Full time,Junior,No,No,No,True,Yes,"swim, 1 year",White,No,,True,12 am,10,7:30 am,6-7 hours,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Once or twice a week,Less than once a week,Not during the past month,Fairly good,Once or twice a week,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Often,Often,Sometimes,Sometimes,Often,Often,Often,Sometimes,Sometimes,Always,Often,Sometimes,Almost never,Always,Often,Almost never,Sometimes,Sometimes,Sometimes,324
132,132,132,I consent,I am between the ages of 18-25.,22.0,2001-10-13,Cisgender Female,White,Yes,No,,No,No,No,True,No,,White,No,,True,10-12,10-30,7:45,About 8,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Once or twice a week,Less than once a week,Less than once a week,Fairly good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Almost never,Sometimes,Often,Sometimes,Sometimes,Always,Sometimes,Sometimes,Sometimes,Often,Almost never,Often,Always,Often,Sometimes,Sometimes,Often,290
133,133,133,I consent,I am between the ages of 18-25.,20.0,2004-02-13,Cisgender Female,White,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,White,No,,True,3 AM,45 minutes,10 AM,6 hours,Three or more times a week,Three or more times a week,Less than once a week,Once or twice a week,Not during the past month,Three or more times a week,Three or more times a week,Three or more times a week,Three or more times a week,Fairly bad,Not during the past moth,Once or twice a week,A very big problem,No,,,,,75 degrees or higher,Always,Always,Always,Almost never,Almost never,Always,Always,Always,Always,Always,Often,Always,Always,Often,Almost never,Almost never,Often,Almost never,Often,Often,586
134,134,134,I consent,I am between the ages of 18-25.,20.0,2003-10-29,Cisgender Female,Asian,Yes,Yes - Full time,Sophomore,No,No,No,True,No,,Asian,No,,True,12am,30,7am,6,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Always,Almost never,Often,Almost never,Almost never,Always,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Almost never,Almost never,Sometimes,Always,Sometimes,Almost never,Sometimes,Always,220
135,135,135,I consent,I am between the ages of 18-25.,24.0,1999-07-07,Cisgender Female,Latino/Hispanic,Yes,Yes - Part time,Junior,No,No,No,True,No,,Latino/Hispanic,No,,True,1,90,12,8,Three or more times a week,Three or more times a week,Three or more times a week,Once or twice a week,Not during the past month,Not during the past month,Three or more times a week,Once or twice a week,Three or more times a week,Very bad,Once or twice a week,Not during the past month,Somewhat of a problem,No,,,,,75 degrees or higher,Sometimes,Often,Often,Sometimes,Almost never,Sometimes,Always,Often,Always,Sometimes,Always,Often,Almost never,Almost never,Always,Always,Sometimes,Sometimes,Often,Often,654
136,136,136,I consent,I am between the ages of 18-25.,24.0,1999-05-03,Cisgender Female,White,Yes,No,,No,No,No,False,Yes,"Swimming, 4 years.",White,No,,True,10:00 pm,20,6:45 am,8,Less than once a week,Less than once a week,Three or more times a week,Less than once a week,Less than once a week,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Very good,Not during the past moth,Not during the past month,Only a very slight problem,Yes,Less than once a week,Not during the past month,Once or twice a week,Not during the past month,75 degrees or higher,Sometimes,Almost never,Sometimes,Often,Often,Sometimes,Often,Sometimes,Often,Always,Sometimes,Almost never,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Always,Sometimes,416
137,137,137,I consent,I am between the ages of 18-25.,25.0,1998-07-10,Cisgender Female,Asian,Yes,No,,No,No,No,True,No,,Asian,No,,True,9:30,15-45,6:00,8,Less than once a week,Three or more times a week,Once or twice a week,Less than once a week,Less than once a week,Not during the past month,Less than once a week,Less than once a week,Not during the past month,Fairly good,Not during the past moth,Once or twice a week,Only a very slight problem,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Always,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Always,Sometimes,Always,Almost never,214
138,138,138,I consent,I am between the ages of 18-25.,20.0,2003-09-04,Cisgender Male,Asian,Yes,Yes - Full time,Junior,No,No,Yes,True,Yes,Tennis,Asian,No,,True,1 AM,10,10,8,Not during the past month,Less than once a week,Once or twice a week,Once or twice a week,Not during the past month,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Very good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Almost never,Sometimes,Often,Sometimes,278
139,139,139,I consent,I am between the ages of 18-25.,20.0,2001-01-01,Cisgender Male,White,Yes,Yes - Full time,Junior,No,No,No,True,No,,White,No,,True,1:30 am,20-30 minutes,10:20,7,Three or more times a week,Three or more times a week,Not during the past month,Less than once a week,Not during the past month,Not during the past month,Three or more times a week,Less than once a week,Not during the past month,Fairly bad,Not during the past moth,Not during the past month,No problem at all,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Often,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Often,Sometimes,Often,Sometimes,Almost never,Almost never,Always,Sometimes,Sometimes,Almost never,Almost never,Almost never,514
140,140,140,I consent,I am between the ages of 18-25.,24.0,2000-04-07,Cisgender Male,Latino/Hispanic,Yes,No,,No,No,Yes,False,No,,Latino/Hispanic,No,,True,12am,10,8am,8,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,No problem at all,No,,,,,75 degrees or higher,Sometimes,Sometimes,Often,Often,Often,Always,Always,Sometimes,Always,Sometimes,Often,Often,Sometimes,Often,Always,Almost never,Often,Sometimes,Sometimes,Sometimes,163
141,141,141,I consent,I am between the ages of 18-25.,24.0,2000-05-26,Cisgender Female,White,Yes,Yes - Full time,Senior,Yes,Yes,Yes,True,Yes,"Dancer, al 4 years",White,Yes,1,True,11 PM,20 minutes,8 AM,9,Not during the past month,Not during the past month,Once or twice a week,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Not during the past month,Fairly good,Not during the past moth,Not during the past month,Somewhat of a problem,Yes,Not during the past month,Not during the past month,Not during the past month,Not during the past month,75 degrees or higher,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Almost never,Always,Always,Almost never,Almost never,Always,Almost never,Always,Almost never,Always,Almost never,Always,Almost never,173
142,142,142,I consent,I am between the ages of 18-25.,22.0,2002-03-20,Agender,White,Yes,Yes - Part time,Sophomore,No,Yes,Yes,True,Yes,Football,White,No,,True,12 am,30,10 am,12,Three or more times a week,Three or more times a week,Three or more times a week,Not during the past month,Not during the past month,Once or twice a week,Three or more times a week,Once or twice a week,Once or twice a week,Fairly good,Once or twice a week,Once or twice a week,Somewhat of a problem,No,,,,,75 degrees or higher,Always,Often,Always,Always,Often,Always,Often,Always,Often,Always,Always,Always,Often,Always,Always,,Often,Always,Always,Often,211
